config,dataset,openml_id,fold,n,d,classes,accuracy,time
cum0_base,blood-transfusion-service-center,1464,1,748,4,2,0.82,55.11933612823486
cum0_base,blood-transfusion-service-center,1464.0,1.0,748.0,4.0,2.0,0.82,55.11933612823486
cum0_base,blood-transfusion-service-center,1464,2,748,4,2,0.8,55.09347629547119
cum0_base,blood-transfusion-service-center,1464.0,2.0,748.0,4.0,2.0,0.8,55.09347629547119
cum0_base,blood-transfusion-service-center,1464,3,748,4,2,0.8120805369127517,55.39593148231506
cum0_base,blood-transfusion-service-center,1464.0,3.0,748.0,4.0,2.0,0.8120805369127517,55.39593148231506
cum0_base,blood-transfusion-service-center,1464,4,748,4,2,0.7718120805369127,56.5210440158844
cum0_base,blood-transfusion-service-center,1464.0,4.0,748.0,4.0,2.0,0.7718120805369127,56.5210440158844
cum0_base,breast-w,15,0,699,9,2,0.9571428571428572,30.15153241157532
cum0_base,breast-w,15.0,0.0,699.0,9.0,2.0,0.9571428571428572,30.15153241157532
cum0_base,breast-w,15,1,699,9,2,0.9428571428571428,56.20947861671448
cum0_base,breast-w,15.0,1.0,699.0,9.0,2.0,0.9428571428571428,56.20947861671448
cum0_base,breast-w,15,2,699,9,2,0.9785714285714284,53.560473680496216
cum0_base,breast-w,15.0,2.0,699.0,9.0,2.0,0.9785714285714284,53.560473680496216
cum0_base,breast-w,15,3,699,9,2,0.9642857142857144,54.45255732536316
cum0_base,breast-w,15.0,3.0,699.0,9.0,2.0,0.9642857142857144,54.45255732536316
cum0_base,breast-w,15,4,699,9,2,0.9712230215827338,54.13371062278748
cum0_base,breast-w,15.0,4.0,699.0,9.0,2.0,0.9712230215827338,54.13371062278748
cum0_base,car,40975,0,1728,6,4,1.0,140.37918186187744
cum0_base,car,40975.0,0.0,1728.0,6.0,4.0,1.0,140.37918186187744
cum0_base,car,40975,1,1728,6,4,0.9913294797687862,143.08076882362366
cum0_base,car,40975.0,1.0,1728.0,6.0,4.0,0.9913294797687862,143.08076882362366
cum0_base,car,40975,2,1728,6,4,1.0,145.8233461380005
cum0_base,car,40975.0,2.0,1728.0,6.0,4.0,1.0,145.8233461380005
cum0_base,car,40975,3,1728,6,4,0.9971014492753624,152.09065198898315
cum0_base,car,40975.0,3.0,1728.0,6.0,4.0,0.9971014492753624,152.09065198898315
cum0_base,car,40975,4,1728,6,4,1.0,147.7730622291565
cum0_base,car,40975.0,4.0,1728.0,6.0,4.0,1.0,147.7730622291565
cum0_base,churn,40701,0,5000,20,2,0.942,474.29763007164
cum0_base,churn,40701.0,0.0,5000.0,20.0,2.0,0.942,474.29763007164
cum0_base,churn,40701,1,5000,20,2,0.965,484.91575050354
cum0_base,churn,40701.0,1.0,5000.0,20.0,2.0,0.965,484.91575050354
cum0_base,churn,40701,2,5000,20,2,0.95,481.3707420825958
cum0_base,churn,40701.0,2.0,5000.0,20.0,2.0,0.95,481.3707420825958
cum0_base,churn,40701,3,5000,20,2,0.946,446.0002324581146
cum0_base,churn,40701.0,3.0,5000.0,20.0,2.0,0.946,446.0002324581146
cum0_base,churn,40701,4,5000,20,2,0.95,420.87968921661377
cum0_base,churn,40701.0,4.0,5000.0,20.0,2.0,0.95,420.87968921661377
cum0_base,climate-model-simulation-crashes,40994,0,540,18,2,0.9444444444444444,24.75505113601685
cum0_base,climate-model-simulation-crashes,40994.0,0.0,540.0,18.0,2.0,0.9444444444444444,24.75505113601685
cum0_base,climate-model-simulation-crashes,40994,1,540,18,2,0.9351851851851852,24.783210515975952
cum0_base,climate-model-simulation-crashes,40994.0,1.0,540.0,18.0,2.0,0.9351851851851852,24.783210515975952
cum0_base,climate-model-simulation-crashes,40994,2,540,18,2,0.925925925925926,24.634679555892944
cum0_base,climate-model-simulation-crashes,40994.0,2.0,540.0,18.0,2.0,0.925925925925926,24.634679555892944
cum0_base,climate-model-simulation-crashes,40994,3,540,18,2,0.9444444444444444,24.96042466163636
cum0_base,climate-model-simulation-crashes,40994.0,3.0,540.0,18.0,2.0,0.9444444444444444,24.96042466163636
cum0_base,climate-model-simulation-crashes,40994,4,540,18,2,0.9166666666666666,24.31053733825684
cum0_base,climate-model-simulation-crashes,40994.0,4.0,540.0,18.0,2.0,0.9166666666666666,24.31053733825684
cum0_base,cmc,23,0,1473,9,3,0.5694915254237288,137.3197066783905
cum0_base,cmc,23.0,0.0,1473.0,9.0,3.0,0.5694915254237288,137.3197066783905
cum0_base,cmc,23,1,1473,9,3,0.6033898305084746,120.3557586669922
cum0_base,cmc,23.0,1.0,1473.0,9.0,3.0,0.6033898305084746,120.3557586669922
cum0_base,cmc,23,2,1473,9,3,0.5559322033898305,125.31541514396667
cum0_base,cmc,23.0,2.0,1473.0,9.0,3.0,0.5559322033898305,125.31541514396667
cum0_base,cmc,23,3,1473,9,3,0.5340136054421769,127.41216897964478
cum0_base,cmc,23.0,3.0,1473.0,9.0,3.0,0.5340136054421769,127.41216897964478
cum0_base,cmc,23,4,1473,9,3,0.5816326530612245,138.73411965370178
cum0_base,cmc,23.0,4.0,1473.0,9.0,3.0,0.5816326530612245,138.73411965370178
cum0_base,credit-approval,29,0,690,15,2,0.8405797101449275,33.8945107460022
cum0_base,credit-approval,29.0,0.0,690.0,15.0,2.0,0.8405797101449275,33.8945107460022
cum0_base,credit-approval,29,1,690,15,2,0.8043478260869565,34.30562472343445
cum0_base,credit-approval,29.0,1.0,690.0,15.0,2.0,0.8043478260869565,34.30562472343445
cum0_base,credit-approval,29,2,690,15,2,0.8768115942028986,34.19224286079407
cum0_base,credit-approval,29.0,2.0,690.0,15.0,2.0,0.8768115942028986,34.19224286079407
cum0_base,credit-approval,29,3,690,15,2,0.8405797101449275,34.02452778816223
cum0_base,credit-approval,29.0,3.0,690.0,15.0,2.0,0.8405797101449275,34.02452778816223
cum0_base,credit-approval,29,4,690,15,2,0.8695652173913043,33.70580983161926
cum0_base,credit-approval,29.0,4.0,690.0,15.0,2.0,0.8695652173913043,33.70580983161926
cum0_base,credit-g,31,0,1000,20,2,0.745,97.7314841747284
cum0_base,credit-g,31.0,0.0,1000.0,20.0,2.0,0.745,97.7314841747284
cum0_base,credit-g,31,1,1000,20,2,0.72,88.89503860473633
cum0_base,credit-g,31.0,1.0,1000.0,20.0,2.0,0.72,88.89503860473633
cum0_base,credit-g,31,2,1000,20,2,0.745,90.8213596343994
cum0_base,credit-g,31.0,2.0,1000.0,20.0,2.0,0.745,90.8213596343994
cum0_base,credit-g,31,3,1000,20,2,0.73,95.3524932861328
cum0_base,credit-g,31.0,3.0,1000.0,20.0,2.0,0.73,95.3524932861328
cum0_base,credit-g,31,4,1000,20,2,0.67,100.93949007987976
cum0_base,credit-g,31.0,4.0,1000.0,20.0,2.0,0.67,100.93949007987976
cum0_base,cylinder-bands,6332,0,540,37,2,0.7037037037037037,33.98602271080017
cum0_base,cylinder-bands,6332.0,0.0,540.0,37.0,2.0,0.7037037037037037,33.98602271080017
cum0_base,cylinder-bands,6332,1,540,37,2,0.7222222222222222,34.10000491142273
cum0_base,cylinder-bands,6332.0,1.0,540.0,37.0,2.0,0.7222222222222222,34.10000491142273
cum0_base,cylinder-bands,6332,2,540,37,2,0.75,33.878974199295044
cum0_base,cylinder-bands,6332.0,2.0,540.0,37.0,2.0,0.75,33.878974199295044
cum0_base,cylinder-bands,6332,3,540,37,2,0.7037037037037037,33.2976815700531
cum0_base,cylinder-bands,6332.0,3.0,540.0,37.0,2.0,0.7037037037037037,33.2976815700531
cum0_base,cylinder-bands,6332,4,540,37,2,0.7037037037037037,33.98832416534424
cum0_base,cylinder-bands,6332.0,4.0,540.0,37.0,2.0,0.7037037037037037,33.98832416534424
cum0_base,diabetes,37,0,768,8,2,0.7532467532467533,61.89396452903748
cum0_base,diabetes,37.0,0.0,768.0,8.0,2.0,0.7532467532467533,61.89396452903748
cum0_base,diabetes,37,1,768,8,2,0.7922077922077922,61.09371972084045
cum0_base,diabetes,37.0,1.0,768.0,8.0,2.0,0.7922077922077922,61.09371972084045
cum0_base,diabetes,37,2,768,8,2,0.7662337662337663,61.36080694198608
cum0_base,diabetes,37.0,2.0,768.0,8.0,2.0,0.7662337662337663,61.36080694198608
cum0_base,diabetes,37,3,768,8,2,0.7189542483660131,61.64744639396668
cum0_base,diabetes,37.0,3.0,768.0,8.0,2.0,0.7189542483660131,61.64744639396668
cum0_base,diabetes,37,4,768,8,2,0.7254901960784313,62.51038885116577
cum0_base,diabetes,37.0,4.0,768.0,8.0,2.0,0.7254901960784313,62.51038885116577
cum0_base,dna,40670,0,3186,180,3,0.9294670846394985,887.3369307518005
cum0_base,dna,40670.0,0.0,3186.0,180.0,3.0,0.9294670846394985,887.3369307518005
cum0_base,dna,40670,1,3186,180,3,0.9497645211930926,900.127103805542
cum0_base,dna,40670.0,1.0,3186.0,180.0,3.0,0.9497645211930926,900.127103805542
cum0_base,dna,40670,2,3186,180,3,0.9246467817896388,878.4143912792206
cum0_base,dna,40670.0,2.0,3186.0,180.0,3.0,0.9246467817896388,878.4143912792206
cum0_base,dna,40670,3,3186,180,3,0.9309262166405023,881.1194083690643
cum0_base,dna,40670.0,3.0,3186.0,180.0,3.0,0.9309262166405023,881.1194083690643
cum0_base,dna,40670,4,3186,180,3,0.913657770800628,883.9129695892334
cum0_base,dna,40670.0,4.0,3186.0,180.0,3.0,0.913657770800628,883.9129695892334
cum0_base,dresses-sales,23381,0,500,12,2,0.63,24.79820966720581
cum0_base,dresses-sales,23381.0,0.0,500.0,12.0,2.0,0.63,24.79820966720581
cum0_base,dresses-sales,23381,1,500,12,2,0.58,24.29841637611389
cum0_base,dresses-sales,23381.0,1.0,500.0,12.0,2.0,0.58,24.29841637611389
cum0_base,dresses-sales,23381,2,500,12,2,0.6,20.111172437667847
cum0_base,dresses-sales,23381.0,2.0,500.0,12.0,2.0,0.6,20.111172437667847
cum0_base,dresses-sales,23381,3,500,12,2,0.58,21.42694568634033
cum0_base,dresses-sales,23381.0,3.0,500.0,12.0,2.0,0.58,21.42694568634033
cum0_base,dresses-sales,23381,4,500,12,2,0.58,20.960760593414307
cum0_base,dresses-sales,23381.0,4.0,500.0,12.0,2.0,0.58,20.960760593414307
cum0_base,eucalyptus,188,0,736,19,5,0.6959459459459459,65.37652230262756
cum0_base,eucalyptus,188.0,0.0,736.0,19.0,5.0,0.6959459459459459,65.37652230262756
cum0_base,eucalyptus,188,1,736,19,5,0.6802721088435374,66.12977933883667
cum0_base,eucalyptus,188.0,1.0,736.0,19.0,5.0,0.6802721088435374,66.12977933883667
cum0_base,eucalyptus,188,2,736,19,5,0.5850340136054422,67.78868055343628
cum0_base,eucalyptus,188.0,2.0,736.0,19.0,5.0,0.5850340136054422,67.78868055343628
cum0_base,eucalyptus,188,3,736,19,5,0.7006802721088435,68.66382598876953
cum0_base,eucalyptus,188.0,3.0,736.0,19.0,5.0,0.7006802721088435,68.66382598876953
cum0_base,eucalyptus,188,4,736,19,5,0.7346938775510204,66.69658422470093
cum0_base,eucalyptus,188.0,4.0,736.0,19.0,5.0,0.7346938775510204,66.69658422470093
cum0_base,first-order-theorem-proving,1475,0,6118,51,6,0.5490196078431373,556.2340211868286
cum0_base,first-order-theorem-proving,1475.0,0.0,6118.0,51.0,6.0,0.5490196078431373,556.2340211868286
cum0_base,first-order-theorem-proving,1475,1,6118,51,6,0.5612745098039216,555.3673346042633
cum0_base,first-order-theorem-proving,1475.0,1.0,6118.0,51.0,6.0,0.5612745098039216,555.3673346042633
cum0_base,first-order-theorem-proving,1475,2,6118,51,6,0.5294117647058824,557.1747856140137
cum0_base,first-order-theorem-proving,1475.0,2.0,6118.0,51.0,6.0,0.5294117647058824,557.1747856140137
cum0_base,first-order-theorem-proving,1475,3,6118,51,6,0.5519215044971382,551.1798694133759
cum0_base,first-order-theorem-proving,1475.0,3.0,6118.0,51.0,6.0,0.5519215044971382,551.1798694133759
cum0_base,first-order-theorem-proving,1475,4,6118,51,6,0.5241210139002453,548.5216734409332
cum0_base,first-order-theorem-proving,1475.0,4.0,6118.0,51.0,6.0,0.5241210139002453,548.5216734409332
cum0_base,ilpd,1480,0,583,10,2,0.717948717948718,21.54506754875183
cum0_base,ilpd,1480.0,0.0,583.0,10.0,2.0,0.717948717948718,21.54506754875183
cum0_base,ilpd,1480,1,583,10,2,0.7094017094017094,21.323883533477783
cum0_base,ilpd,1480.0,1.0,583.0,10.0,2.0,0.7094017094017094,21.323883533477783
cum0_base,ilpd,1480,2,583,10,2,0.6837606837606838,21.000762224197388
cum0_base,ilpd,1480.0,2.0,583.0,10.0,2.0,0.6837606837606838,21.000762224197388
cum0_base,ilpd,1480,3,583,10,2,0.646551724137931,21.21413230895996
cum0_base,ilpd,1480.0,3.0,583.0,10.0,2.0,0.646551724137931,21.21413230895996
cum0_base,ilpd,1480,4,583,10,2,0.7155172413793104,21.668121576309204
cum0_base,ilpd,1480.0,4.0,583.0,10.0,2.0,0.7155172413793104,21.668121576309204
cum0_base,jm1,1053,0,10885,21,2,0.8130454754248967,867.9442689418793
cum0_base,jm1,1053.0,0.0,10885.0,21.0,2.0,0.8130454754248967,867.9442689418793
cum0_base,jm1,1053,1,10885,21,2,0.8171796049609554,875.3370294570923
cum0_base,jm1,1053.0,1.0,10885.0,21.0,2.0,0.8171796049609554,875.3370294570923
cum0_base,jm1,1053,2,10885,21,2,0.8185576481396417,896.6496367454529
cum0_base,jm1,1053.0,2.0,10885.0,21.0,2.0,0.8185576481396417,896.6496367454529
cum0_base,jm1,1053,3,10885,21,2,0.8135048231511254,763.1062409877777
cum0_base,jm1,1053.0,3.0,10885.0,21.0,2.0,0.8135048231511254,763.1062409877777
cum0_base,jm1,1053,4,10885,21,2,0.8144235186035829,762.4972927570343
cum0_base,jm1,1053.0,4.0,10885.0,21.0,2.0,0.8144235186035829,762.4972927570343
cum0_base,kc1,1067,0,2109,21,2,0.8436018957345972,93.46642422676086
cum0_base,kc1,1067.0,0.0,2109.0,21.0,2.0,0.8436018957345972,93.46642422676086
cum0_base,kc1,1067,1,2109,21,2,0.8672985781990521,92.84396505355836
cum0_base,kc1,1067.0,1.0,2109.0,21.0,2.0,0.8672985781990521,92.84396505355836
cum0_base,kc1,1067,2,2109,21,2,0.8672985781990521,150.15664982795715
cum0_base,kc1,1067.0,2.0,2109.0,21.0,2.0,0.8672985781990521,150.15664982795715
cum0_base,kc1,1067,3,2109,21,2,0.8601895734597157,174.65612649917605
cum0_base,kc1,1067.0,3.0,2109.0,21.0,2.0,0.8601895734597157,174.65612649917605
cum0_base,kc1,1067,4,2109,21,2,0.8218527315914489,174.67477416992188
cum0_base,kc1,1067.0,4.0,2109.0,21.0,2.0,0.8218527315914489,174.67477416992188
cum0_base,kc2,1063,0,522,21,2,0.7904761904761904,21.37007713317871
cum0_base,kc2,1063.0,0.0,522.0,21.0,2.0,0.7904761904761904,21.37007713317871
cum0_base,kc2,1063,1,522,21,2,0.7714285714285715,22.678155660629272
cum0_base,kc2,1063.0,1.0,522.0,21.0,2.0,0.7714285714285715,22.678155660629272
cum0_base,kc2,1063,2,522,21,2,0.8557692307692307,21.62709641456604
cum0_base,kc2,1063.0,2.0,522.0,21.0,2.0,0.8557692307692307,21.62709641456604
cum0_base,kc2,1063,3,522,21,2,0.8846153846153846,24.755953073501587
cum0_base,kc2,1063.0,3.0,522.0,21.0,2.0,0.8846153846153846,24.755953073501587
cum0_base,kc2,1063,4,522,21,2,0.8173076923076923,24.92537212371826
cum0_base,kc2,1063.0,4.0,522.0,21.0,2.0,0.8173076923076923,24.92537212371826
cum0_base,kr-vs-kp,3,0,3196,36,2,0.9953125,388.2372677326202
cum0_base,kr-vs-kp,3.0,0.0,3196.0,36.0,2.0,0.9953125,388.2372677326202
cum0_base,kr-vs-kp,3,1,3196,36,2,0.9984350547730828,416.620899438858
cum0_base,kr-vs-kp,3.0,1.0,3196.0,36.0,2.0,0.9984350547730828,416.620899438858
cum0_base,kr-vs-kp,3,2,3196,36,2,0.9968701095461658,377.3347687721253
cum0_base,kr-vs-kp,3.0,2.0,3196.0,36.0,2.0,0.9968701095461658,377.3347687721253
cum0_base,kr-vs-kp,3,3,3196,36,2,0.9906103286384976,382.4968194961548
cum0_base,kr-vs-kp,3.0,3.0,3196.0,36.0,2.0,0.9906103286384976,382.4968194961548
cum0_base,kr-vs-kp,3,4,3196,36,2,0.9968701095461658,354.3456828594208
cum0_base,kr-vs-kp,3.0,4.0,3196.0,36.0,2.0,0.9968701095461658,354.3456828594208
cum0_base,letter,6,0,20000,16,26,0.96275,1224.5393297672272
cum0_base,letter,6.0,0.0,20000.0,16.0,26.0,0.96275,1224.5393297672272
cum0_base,letter,6,1,20000,16,26,0.967,1323.4854667186737
cum0_base,letter,6.0,1.0,20000.0,16.0,26.0,0.967,1323.4854667186737
cum0_base,letter,6,2,20000,16,26,0.95825,1236.3352222442627
cum0_base,letter,6.0,2.0,20000.0,16.0,26.0,0.95825,1236.3352222442627
cum0_base,letter,6,3,20000,16,26,0.9685,1275.4617578983307
cum0_base,letter,6.0,3.0,20000.0,16.0,26.0,0.9685,1275.4617578983307
cum0_base,letter,6,4,20000,16,26,0.95725,1292.8296139240265
cum0_base,letter,6.0,4.0,20000.0,16.0,26.0,0.95725,1292.8296139240265
cum0_base,madelon,1485,0,2600,500,2,0.5423076923076923,804.6184732913971
cum0_base,madelon,1485.0,0.0,2600.0,500.0,2.0,0.5423076923076923,804.6184732913971
cum0_base,madelon,1485,1,2600,500,2,0.4826923076923077,796.7161312103271
cum0_base,madelon,1485.0,1.0,2600.0,500.0,2.0,0.4826923076923077,796.7161312103271
cum0_base,madelon,1485,2,2600,500,2,0.525,800.0503349304199
cum0_base,madelon,1485.0,2.0,2600.0,500.0,2.0,0.525,800.0503349304199
cum0_base,madelon,1485,3,2600,500,2,0.5038461538461538,822.5576643943787
cum0_base,madelon,1485.0,3.0,2600.0,500.0,2.0,0.5038461538461538,822.5576643943787
cum0_base,madelon,1485,4,2600,500,2,0.5134615384615384,854.4954195022583
cum0_base,madelon,1485.0,4.0,2600.0,500.0,2.0,0.5134615384615384,854.4954195022583
cum0_base,mfeat-factors,12,0,2000,216,10,0.965,344.4085946083069
cum0_base,mfeat-factors,12.0,0.0,2000.0,216.0,10.0,0.965,344.4085946083069
cum0_base,mfeat-factors,12,1,2000,216,10,0.975,368.9207656383514
cum0_base,mfeat-factors,12.0,1.0,2000.0,216.0,10.0,0.975,368.9207656383514
cum0_base,mfeat-factors,12,2,2000,216,10,0.9725,399.4410157203674
cum0_base,mfeat-factors,12.0,2.0,2000.0,216.0,10.0,0.9725,399.4410157203674
cum0_base,mfeat-factors,12,3,2000,216,10,0.965,373.978590965271
cum0_base,mfeat-factors,12.0,3.0,2000.0,216.0,10.0,0.965,373.978590965271
cum0_base,mfeat-factors,12,4,2000,216,10,0.9725,351.895539522171
cum0_base,mfeat-factors,12.0,4.0,2000.0,216.0,10.0,0.9725,351.895539522171
cum0_base,mfeat-fourier,14,0,2000,76,10,0.8075,123.77541065216064
cum0_base,mfeat-fourier,14.0,0.0,2000.0,76.0,10.0,0.8075,123.77541065216064
cum0_base,mfeat-fourier,14,1,2000,76,10,0.81,124.2020947933197
cum0_base,mfeat-fourier,14.0,1.0,2000.0,76.0,10.0,0.81,124.2020947933197
cum0_base,mfeat-fourier,14,2,2000,76,10,0.8175,111.38013339042664
cum0_base,mfeat-fourier,14.0,2.0,2000.0,76.0,10.0,0.8175,111.38013339042664
cum0_base,mfeat-fourier,14,3,2000,76,10,0.815,106.8647301197052
cum0_base,mfeat-fourier,14.0,3.0,2000.0,76.0,10.0,0.815,106.8647301197052
cum0_base,mfeat-fourier,14,4,2000,76,10,0.82,105.49346804618835
cum0_base,mfeat-fourier,14.0,4.0,2000.0,76.0,10.0,0.82,105.49346804618835
cum0_base,mfeat-karhunen,16,0,2000,64,10,0.9625,206.34172415733337
cum0_base,mfeat-karhunen,16.0,0.0,2000.0,64.0,10.0,0.9625,206.34172415733337
cum0_base,mfeat-karhunen,16,1,2000,64,10,0.9725,226.3381597995758
cum0_base,mfeat-karhunen,16.0,1.0,2000.0,64.0,10.0,0.9725,226.3381597995758
cum0_base,mfeat-karhunen,16,2,2000,64,10,0.9575,218.0530891418457
cum0_base,mfeat-karhunen,16.0,2.0,2000.0,64.0,10.0,0.9575,218.0530891418457
cum0_base,mfeat-karhunen,16,3,2000,64,10,0.9475,230.47939443588257
cum0_base,mfeat-karhunen,16.0,3.0,2000.0,64.0,10.0,0.9475,230.47939443588257
cum0_base,mfeat-karhunen,16,4,2000,64,10,0.9625,227.0808265209198
cum0_base,mfeat-karhunen,16.0,4.0,2000.0,64.0,10.0,0.9625,227.0808265209198
cum0_base,mfeat-morphological,18,0,2000,6,10,0.755,131.4713978767395
cum0_base,mfeat-morphological,18.0,0.0,2000.0,6.0,10.0,0.755,131.4713978767395
cum0_base,mfeat-morphological,18,1,2000,6,10,0.7025,144.06084871292114
cum0_base,mfeat-morphological,18.0,1.0,2000.0,6.0,10.0,0.7025,144.06084871292114
cum0_base,mfeat-morphological,18,2,2000,6,10,0.7475,151.75795364379883
